TS_Type,ISO3,Country,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,FirstReportedOn,Reported,Change,Change_Percentage,Change_5,Change_Percentage_5,Change_8,Change_Percentage_8,World_Code,World,Continent_Code,Continent,Continental_SubRegion_Code,Continental_SubRegion,Intermediary_Region_Code,Intermediary_Region
CONFIRMED,CHN,China,548,643,920,1406,2075,2877,5509,6087,8141,9802,11891,16630,19716,23707,27440,30587,34110,36814,39829,42354,44386,44759,59895,66358,68413,70513,72434,74211,74619,75077,75550,77001,77022,77241,77754,78166,78600,78928,79356,79932,80136,80261,80386,80537,80690,80770,80823,80860,80887,80921,80932,80945,80977,81003,81033,81058,81102,81156,81250,81305,81435,81498,81591,81661,2020-01-22,81661,70,0.09,411,0.51,603,0.74,1.0,World,142.0,Asia,30.0,Eastern Asia,30.0,Eastern Asia
CONFIRMED,ITA,Italy,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,62,155,229,322,453,655,888,1128,1694,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,12462,17660,21157,24747,27980,31506,35713,41035,47021,53578,59138,63927,69176,74386,2020-01-31,74386,5210,7.53,27365,58.2,42880,136.1,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,USA,US,1,1,2,2,5,5,5,5,5,7,8,8,11,11,11,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,15,15,15,51,51,57,58,60,68,74,98,118,149,217,262,402,518,583,959,1281,1663,2179,2727,3499,4632,6421,7783,13677,19100,25489,33276,43847,53740,65778,2020-01-22,65778,12038,22.4,46678,244.39,59357,924.42,1.0,World,19.0,Americas,21.0,Northern America,21.0,Northern America
CONFIRMED,ESP,Spain,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,13,15,32,45,84,120,165,222,259,400,500,673,1073,1695,2277,2277,5232,6391,7798,9942,11748,13910,17963,20410,25374,28768,35136,39885,49515,2020-02-01,49515,9630,24.14,29105,142.6,37767,321.48,1.0,World,150.0,Europe,39.0,Southern Europe,155.0,Western Europe
CONFIRMED,DEU,Germany,0,0,0,0,0,1,4,4,4,5,8,10,12,12,12,12,13,13,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,27,46,48,79,130,159,196,262,482,670,799,1040,1176,1457,1908,2078,3675,4585,5795,7272,9257,12327,15320,19848,22213,24873,29056,32986,37323,2020-01-27,37323,4337,13.15,17475,88.04,28066,303.19,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,IRN,Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,18,28,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,24811,27017,2020-02-19,27017,2206,8.89,7373,37.53,10848,67.09,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,FRA,France,0,0,2,3,3,3,4,5,5,5,6,6,6,6,6,6,6,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,14,18,38,57,100,130,191,204,285,377,653,949,1126,1209,1784,2281,2281,3661,4469,4499,6633,7652,9043,10871,12612,14282,16018,19856,22304,25233,2020-01-24,25233,2929,13.13,12621,100.07,17581,229.76,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,CHE,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,18,27,42,56,90,114,214,268,337,374,491,652,652,1139,1359,2200,2200,2700,3028,4075,5294,6575,7474,8795,9877,10897,2020-02-25,10897,1020,10.33,5603,105.84,8197,303.59,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,GBR,United Kingdom,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,8,8,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,15,20,23,36,40,51,85,115,163,206,273,321,383,458,458,800,1142,1143,1549,1956,2632,2700,3997,5050,5715,6686,8113,9575,2020-01-31,9575,1462,18.02,5578,139.55,7619,389.52,1.0,World,150.0,Europe,154.0,Northern Europe,39.0,Southern Europe
CONFIRMED,KOR,South Korea,1,1,2,2,3,4,4,4,4,11,12,15,15,16,19,23,24,24,25,27,28,28,28,28,28,29,30,31,31,104,204,433,602,833,977,1261,1766,2337,3150,3736,4335,5186,5621,6088,6593,7041,7314,7478,7513,7755,7869,7979,8086,8162,8236,8320,8413,8565,8652,8799,8961,8961,9037,9137,2020-01-22,9137,100,1.11,485,5.61,817,9.82,1.0,World,142.0,Asia,30.0,Eastern Asia,30.0,Eastern Asia
CONFIRMED,NLD,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,18,24,38,82,128,188,265,321,382,503,503,804,959,1135,1413,1705,2051,2460,2994,3631,4204,4749,5560,6412,2020-02-27,6412,852,15.32,3418,114.16,4707,276.07,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,AUT,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,9,14,18,21,29,41,55,79,104,131,182,246,302,504,655,860,1018,1332,1646,2013,2388,2814,3582,4474,5283,5588,2020-02-25,5588,305,5.77,3200,134.0,4256,319.52,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,BEL,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,13,23,50,109,169,200,239,267,314,314,559,689,886,1058,1243,1486,1795,2257,2815,3401,3743,4269,4937,2020-02-04,4937,668,15.65,2680,118.74,3694,297.18,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,CAN,Canada,0,0,0,0,1,1,2,2,2,4,4,4,4,4,5,5,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,10,11,11,13,14,20,24,27,30,33,37,49,54,64,77,79,108,117,193,198,252,415,478,657,800,943,1277,1469,2088,2790,3251,2020-01-26,3251,461,16.52,2308,244.75,2773,580.13,1.0,World,19.0,Americas,21.0,Northern America,21.0,Northern America
CONFIRMED,NOR,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,15,19,25,32,56,87,108,147,176,205,400,598,702,996,1090,1221,1333,1463,1550,1746,1914,2118,2385,2621,2863,3084,2020-02-26,3084,221,7.72,1170,61.13,1621,110.8,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,PRT,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,8,13,20,30,30,41,59,59,112,169,245,331,448,448,785,1020,1280,1600,2060,2362,2995,2020-03-02,2995,633,26.8,1975,193.63,2547,568.53,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,BRA,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,4,4,13,13,20,25,31,38,52,151,151,162,200,321,372,621,793,1021,1546,1924,2247,2554,2020-02-26,2554,307,13.66,1761,222.07,2233,695.64,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,SWE,Sweden,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,12,14,15,21,35,94,101,161,203,248,355,500,599,814,961,1022,1103,1190,1279,1439,1639,1763,1934,2046,2286,2526,2020-01-31,2526,240,10.5,887,54.12,1336,112.27,1.0,World,150.0,Europe,154.0,Northern Europe,39.0,Southern Europe
CONFIRMED,TUR,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,18,47,98,192,359,670,1236,1529,1872,2433,2020-03-11,2433,561,29.97,2074,577.72,2386,5076.6,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,ISR,Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,4,7,10,10,12,15,20,37,43,61,61,75,79,100,126,155,213,218,250,304,427,529,712,883,1071,1238,2369,2020-02-21,2369,1131,91.36,1840,347.83,2119,847.6,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,AUS,Australia,0,0,0,0,4,5,5,6,9,9,12,12,12,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,25,27,30,39,52,55,60,63,76,91,107,128,128,200,250,297,377,452,568,681,791,1071,1549,1682,2044,2364,2020-01-26,2364,320,15.66,1573,198.86,1912,423.01,1.0,World,9.0,Oceania,53.0,Australia and New Zealand,53.0,Australia and New Zealand
CONFIRMED,MYS,Malaysia,0,0,0,3,4,4,4,7,8,8,8,8,8,10,12,12,12,16,16,18,18,18,19,19,22,22,22,22,22,22,22,22,22,22,22,22,23,23,25,29,29,36,50,50,83,93,99,117,129,149,149,197,238,428,566,673,790,900,1030,1183,1306,1518,1624,1796,2020-01-25,1796,172,10.59,766,74.37,1123,166.86,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,DNK,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,6,10,10,23,23,35,90,262,442,615,801,827,864,914,977,1057,1151,1255,1326,1395,1450,1591,1724,2020-02-27,1724,133,8.36,469,37.37,747,76.46,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,CZE,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,12,18,19,31,31,41,91,94,141,189,253,298,396,464,694,833,995,1120,1236,1394,1654,2020-03-01,1654,260,18.65,821,98.56,1258,317.68,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,IRL,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,6,18,18,19,21,34,43,43,90,129,129,169,223,292,557,683,785,906,1125,1329,1564,2020-02-29,1564,235,17.68,881,128.99,1341,601.35,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,LUX,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,5,7,19,34,51,59,77,140,203,335,484,670,798,875,1099,1333,2020-02-29,1333,234,21.29,849,175.41,1193,852.14,1.0,World,150.0,Europe,155.0,Western Europe,155.0,Western Europe
CONFIRMED,JPN,Japan,2,2,2,2,4,4,7,7,11,15,20,20,20,22,22,22,25,25,26,26,26,28,28,29,43,59,66,74,84,94,105,122,147,159,170,189,214,228,241,256,274,293,331,360,420,461,502,511,581,639,639,701,773,839,839,878,889,924,963,1007,1101,1128,1193,1307,2020-01-22,1307,114,9.56,344,35.72,429,48.86,1.0,World,142.0,Asia,30.0,Eastern Asia,30.0,Eastern Asia
CONFIRMED,ECU,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,10,13,13,13,14,15,15,17,17,17,28,28,37,58,111,199,367,506,789,981,1082,1173,2020-03-01,1173,91,8.41,806,219.62,1115,1922.41,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,CHL,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,8,8,13,23,23,43,61,74,155,201,238,238,434,537,632,746,922,1142,2020-03-03,1142,220,23.86,708,163.13,941,468.16,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,PAK,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,5,5,5,6,6,6,6,16,19,20,28,31,53,136,236,299,454,501,730,776,875,972,1063,2020-02-26,1063,91,9.36,562,112.18,827,350.42,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,POL,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,11,16,22,31,49,68,103,119,177,238,251,355,425,536,634,749,901,1051,2020-03-04,1051,150,16.65,626,147.29,813,341.6,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,THA,Thailand,2,3,5,7,8,8,14,14,14,19,19,19,19,25,25,25,25,32,32,32,33,33,33,33,33,34,35,35,35,35,35,35,35,35,37,40,40,41,42,42,43,43,43,47,48,50,50,50,53,59,70,75,82,114,147,177,212,272,322,411,599,721,827,934,2020-01-22,934,107,12.94,612,190.06,757,427.68,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,ROU,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,4,6,9,9,15,15,25,45,49,89,123,131,158,184,260,277,308,367,433,576,794,906,2020-02-26,906,112,14.11,598,194.16,722,392.39,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,SAU,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,11,15,20,21,45,86,103,103,118,171,171,274,344,392,511,562,767,900,2020-03-02,900,133,17.34,556,161.63,729,426.32,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,FIN,Finland,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,6,6,6,6,12,15,15,23,30,40,59,59,155,225,244,277,321,336,400,450,523,626,700,792,880,2020-01-29,880,88,11.11,430,95.56,559,174.14,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,GRC,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,7,7,7,9,31,45,46,73,73,89,99,99,190,228,331,331,387,418,418,495,530,624,695,743,821,2020-02-26,821,78,10.5,326,65.86,434,112.14,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,IDN,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,19,27,34,34,69,96,117,134,172,227,311,369,450,514,579,686,790,2020-03-02,790,104,15.16,421,114.09,618,359.3,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,ISL,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,11,26,34,43,50,50,58,69,85,103,134,156,171,180,220,250,330,409,473,568,588,648,737,2020-02-28,737,89,13.73,328,80.2,517,235.0,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,XX,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,64,135,135,175,175,218,285,355,454,542,621,634,634,634,691,691,691,705,705,705,705,705,705,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,712,712,712,712,712,712,712,712,2020-02-07,712,0,0.0,0,0.0,6,0.85,,,,,,,,
CONFIRMED,ZAF,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,7,13,17,24,38,51,62,62,116,150,202,240,274,402,554,709,2020-03-05,709,155,27.98,507,250.99,647,1043.55,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,18.0,Southern Africa
CONFIRMED,RUS,Russia,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,13,13,17,17,20,20,28,45,59,63,90,114,147,199,253,306,367,438,495,658,2020-01-31,658,163,32.93,405,160.08,544,477.19,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
CONFIRMED,IND,India,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,28,30,31,34,39,43,56,62,73,82,102,113,119,142,156,194,244,330,396,499,536,657,2020-01-30,657,121,22.57,413,169.26,515,362.68,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
CONFIRMED,PHL,Philippines,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,10,20,33,49,52,64,111,140,142,187,202,217,230,307,380,462,552,636,2020-01-30,636,84,15.22,406,176.52,449,240.11,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,SGP,Singapore,0,1,3,3,4,5,7,7,10,13,16,18,18,24,28,28,30,33,40,45,47,50,58,67,72,75,77,81,84,84,85,85,89,89,91,93,93,93,102,106,108,110,110,117,130,138,150,150,160,178,178,200,212,226,243,266,313,345,385,432,455,509,558,631,2020-01-23,631,73,13.08,246,63.9,365,137.22,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
CONFIRMED,QAT,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,8,8,8,8,15,18,24,262,262,320,337,401,439,439,452,460,470,481,494,501,526,537,2020-02-29,537,11,2.09,67,14.26,98,22.32,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,SVN,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,16,16,31,57,89,141,181,219,253,275,275,286,341,383,414,442,480,528,2020-03-05,528,48,10.0,187,54.84,253,92.0,1.0,World,150.0,Europe,39.0,Southern Europe,155.0,Western Europe
CONFIRMED,PER,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,11,11,15,28,38,43,86,117,145,234,234,318,363,395,416,480,2020-03-06,480,64,15.38,246,105.13,363,310.26,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,COL,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,9,9,13,22,34,54,65,93,102,128,196,231,277,378,470,2020-03-06,470,92,24.34,342,267.19,405,623.08,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,EGY,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,15,15,49,55,59,60,67,80,109,110,150,196,196,256,285,294,327,366,402,456,2020-02-14,456,54,13.43,171,60.0,260,132.65,1.0,World,2.0,Africa,15.0,Northern Africa,15.0,Northern Africa
CONFIRMED,PAN,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,27,36,43,55,69,86,109,137,200,313,345,345,443,2020-03-10,443,98,28.41,306,223.36,374,542.03,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
CONFIRMED,HRV,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,6,7,7,9,10,10,11,12,12,12,14,19,19,32,38,49,57,65,81,105,128,206,254,315,382,442,2020-02-25,442,60,15.71,314,245.31,377,580.0,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
CONFIRMED,BHR,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,33,33,36,41,47,49,49,52,55,60,85,85,95,110,195,195,195,210,214,214,228,256,278,285,305,334,377,392,419,2020-02-24,419,27,6.89,134,47.02,191,83.77,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,MEX,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,5,5,6,6,7,7,7,8,12,12,26,41,53,82,93,118,164,203,251,316,367,405,2020-02-28,405,38,10.35,241,146.95,323,393.9,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
CONFIRMED,EST,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,10,10,10,10,12,16,16,79,115,171,205,225,258,267,283,306,326,352,369,404,2020-02-27,404,35,9.49,121,42.76,179,79.56,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
CONFIRMED,DOM,Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,5,5,5,5,5,11,11,11,21,21,34,72,112,202,245,312,392,2020-03-01,392,80,25.64,320,444.44,371,1766.67,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,29.0,Caribbean
CONFIRMED,ARG,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,8,12,12,17,19,19,31,34,45,56,68,79,97,128,158,266,301,387,387,2020-03-03,387,0,0.0,259,202.34,319,469.12,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
CONFIRMED,SRB,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,12,19,35,46,48,55,65,83,103,135,171,222,249,303,384,2020-03-06,384,81,26.73,249,184.44,319,490.77,1.0,World,150.0,Europe,39.0,Southern Europe,155.0,Western Europe
CONFIRMED,IRQ,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,7,13,19,26,32,35,35,40,54,60,60,71,71,71,101,110,116,124,154,164,192,208,214,233,266,316,346,2020-02-24,346,30,9.49,138,66.35,192,124.68,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,ARE,United Arab Emirates,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,7,7,8,8,8,8,8,8,9,9,9,9,9,9,13,13,13,13,13,13,19,21,21,21,27,27,29,29,45,45,45,74,74,85,85,85,98,98,98,113,140,140,153,153,198,248,333,2020-01-29,333,85,34.27,193,137.86,235,239.8,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,LBN,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,10,13,13,13,16,22,22,32,32,41,61,61,77,93,110,110,120,133,157,163,187,248,267,318,333,2020-02-21,333,15,4.72,170,104.29,213,177.5,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
CONFIRMED,DZA,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,12,12,17,17,19,20,20,20,24,26,37,48,54,60,74,87,90,139,201,230,264,302,2020-02-25,302,38,14.39,212,235.56,242,403.33,1.0,World,2.0,Africa,15.0,Northern Africa,15.0,Northern Africa
CONFIRMED,LTU,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,12,17,25,27,36,49,83,143,179,209,274,2020-02-28,274,65,31.1,225,459.18,249,996.0,1.0,World,150.0,Europe,154.0,Northern Europe,154.0,Northern Europe
